activity_id,project_id,activity_sequence,activity_name,activity_type,planned_start_date,planned_finish_date,planned_duration_days,actual_finish_date,progress_pct,critical_path_flag,baseline_cost,actual_cost,delay_days,delay_flag
ACT-002347,PRJ-0025,15,Fire Fighting Installation,MEP,2019-03-31,2019-05-03,33,2019-05-03,100.0,0,2633038.09,2863073.02,0,0
ACT-002348,PRJ-0025,16,Fire Alarm Installation,MEP,2019-04-13,2019-05-26,43,2019-05-26,100.0,0,1800833.1,1821795.74,0,0
ACT-002349,PRJ-0025,17,Testing & Commissioning,Commissioning,2019-04-13,2019-05-01,18,2019-05-01,100.0,0,1836610.13,2037004.36,0,0
ACT-002350,PRJ-0025,18,Final Inspection,Commissioning,2019-04-21,2019-05-08,17,2019-05-08,100.0,0,2324972.87,2245897.36,0,0
ACT-002351,PRJ-0025,19,Handover,General,2019-04-25,2019-05-20,25,2019-05-20,100.0,0,4153649.75,4372828.68,0,0
ACT-002352,PRJ-0025,20,Mobilization,General,2019-05-03,2019-05-17,14,2019-05-17,100.0,1,3118836.5,3101011.04,0,0
ACT-002353,PRJ-0025,21,Site Preparation,Civil,2019-05-14,2019-06-18,35,2019-06-18,100.0,0,1958637.31,1900551.24,0,0
ACT-002354,PRJ-0025,22,Excavation,Civil,2019-05-17,2019-06-11,25,2019-06-11,100.0,0,3396674.14,3163684.73,0,0
ACT-002355,PRJ-0025,23,Foundation Works,Civil,2019-06-02,2019-07-06,34,2019-07-06,100.0,0,1565984.67,1693039.05,0,0
ACT-002356,PRJ-0025,24,Concrete Works,Structural,2019-06-19,2019-07-19,30,2019-07-19,100.0,0,2427839.64,2675056.02,0,0
ACT-002357,PRJ-0025,25,Structural Steel,Structural,2019-07-01,2019-07-20,19,2019-07-20,100.0,0,1944796.58,1801192.64,0,0
ACT-002358,PRJ-0025,26,Block Works,Architectural,2019-08-12,2019-09-07,26,2019-09-07,100.0,0,3566720.24,3582981.99,0,0
ACT-002359,PRJ-0025,27,Waterproofing,Architectural,2019-09-07,2019-11-05,59,2019-11-05,100.0,0,3325765.16,3132305.05,0,0
ACT-002360,PRJ-0025,28,Plastering,Architectural,2019-09-24,2019-10-07,13,2019-10-07,100.0,0,2861527.93,3042551.74,0,0
ACT-002361,PRJ-0025,29,Floor Finishing,Architectural,2019-10-27,2019-12-24,58,2019-12-24,100.0,0,3807202.94,3284459.39,0,0
ACT-002362,PRJ-0025,30,Painting,Architectural,2019-12-16,2020-01-12,27,2020-01-12,100.0,0,2979986.86,3011731.49,0,0
ACT-002363,PRJ-0025,31,HVAC Installation,MEP,2019-12-21,2019-12-29,8,2019-12-29,100.0,0,3914372.87,3956179.38,0,0
ACT-002364,PRJ-0025,32,Electrical Installation,MEP,2019-12-26,2020-02-10,46,2020-02-10,100.0,0,2705358.49,2735544.3,0,0
ACT-002365,PRJ-0025,33,Plumbing Installation,MEP,2019-12-29,2020-02-13,46,2020-02-13,100.0,0,4346879.84,4113810.2,0,0
ACT-002366,PRJ-0025,34,Fire Fighting Installation,MEP,2020-01-02,2020-01-07,5,2020-01-07,100.0,0,3404883.45,3143761.11,0,0
ACT-002367,PRJ-0025,35,Fire Alarm Installation,MEP,2020-01-10,2020-01-26,16,2020-01-26,100.0,0,3581781.36,3585432.88,0,0
ACT-002368,PRJ-0025,36,Testing & Commissioning,Commissioning,2020-01-25,2020-03-11,46,2020-03-11,100.0,0,3952410.87,4562136.0,0,0
ACT-002369,PRJ-0025,37,Final Inspection,Commissioning,2020-02-01,2020-03-15,43,2020-03-15,100.0,0,4587765.07,4700458.81,0,0
ACT-002370,PRJ-0025,38,Handover,General,2020-02-16,2020-03-14,27,2020-03-14,100.0,0,4439763.1,4527600.4,0,0
ACT-002371,PRJ-0025,39,Mobilization,General,2020-02-25,2020-04-12,47,2020-04-12,100.0,0,2233942.57,2102918.04,0,0
ACT-002372,PRJ-0025,40,Site Preparation,Civil,2020-04-07,2020-05-17,40,2020-05-17,100.0,0,2762201.04,2962906.48,0,0
ACT-002373,PRJ-0025,41,Excavation,Civil,2020-04-23,2020-06-07,45,2020-06-07,100.0,1,3927852.07,3492832.67,0,0
ACT-002374,PRJ-0025,42,Foundation Works,Civil,2020-04-26,2020-06-05,40,2020-06-05,100.0,0,2374886.19,2287023.39,0,0
ACT-002375,PRJ-0026,1,Mobilization,General,2021-09-29,2021-11-19,51,2021-11-19,100.0,1,140082.11,128208.89,0,0
ACT-002376,PRJ-0026,2,Site Preparation,Civil,2021-10-07,2021-12-10,64,2021-12-10,100.0,0,134513.0,125176.78,0,0
ACT-002377,PRJ-0026,3,Excavation,Civil,2021-10-18,2022-01-10,84,2022-02-21,100.0,0,104792.88,107911.39,42,1
ACT-002378,PRJ-0026,4,Foundation Works,Civil,2021-10-18,2021-10-25,7,2021-11-30,100.0,0,287479.06,319340.16,36,1
ACT-002379,PRJ-0026,5,Concrete Works,Structural,2021-10-26,2022-02-13,110,2022-02-13,100.0,1,289636.15,272220.32,0,0
ACT-002380,PRJ-0026,6,Structural Steel,Structural,2021-10-31,2022-02-27,119,2022-02-27,100.0,0,120995.09,112547.14,0,0
ACT-002381,PRJ-0026,7,Block Works,Architectural,2021-11-04,2022-02-15,103,2022-02-15,100.0,1,269156.74,248120.36,0,0
ACT-002382,PRJ-0026,8,Waterproofing,Architectural,2021-11-06,2022-02-16,102,2022-02-22,100.0,1,282358.44,267867.57,6,0
ACT-002383,PRJ-0026,9,Plastering,Architectural,2021-11-06,2021-11-21,15,2021-11-21,100.0,1,148661.61,140753.1,0,0
ACT-002384,PRJ-0026,10,Floor Finishing,Architectural,2021-11-06,2022-02-10,96,2022-02-10,100.0,0,206775.04,199064.8,0,0
ACT-002385,PRJ-0026,11,Painting,Architectural,2021-11-21,2022-03-07,106,2022-03-07,100.0,1,107206.53,105687.32,0,0
ACT-002386,PRJ-0026,12,HVAC Installation,MEP,2021-11-26,2022-01-22,57,2022-01-22,100.0,0,142524.98,136731.22,0,0
ACT-002387,PRJ-0026,13,Electrical Installation,MEP,2021-12-02,2022-01-06,35,2022-01-10,100.0,1,155791.83,168647.04,4,0
ACT-002388,PRJ-0026,14,Plumbing Installation,MEP,2021-12-02,2022-01-29,58,2022-01-29,100.0,0,211058.45,247079.05,0,0
ACT-002389,PRJ-0026,15,Fire Fighting Installation,MEP,2021-12-02,2022-02-13,73,2022-02-13,100.0,0,253642.33,256911.95,0,0
ACT-002390,PRJ-0026,16,Fire Alarm Installation,MEP,2021-12-03,2022-01-15,43,2022-01-15,100.0,0,116052.79,115825.92,0,0
ACT-002391,PRJ-0026,17,Testing & Commissioning,Commissioning,2021-12-05,2022-03-21,106,2022-04-10,100.0,0,274272.08,271465.17,20,1
ACT-002392,PRJ-0026,18,Final Inspection,Commissioning,2021-12-05,2022-01-01,27,2022-01-01,100.0,0,106235.67,107476.49,0,0
ACT-002393,PRJ-0026,19,Handover,General,2021-12-07,2021-12-20,13,2021-12-20,100.0,0,284364.28,279665.4,0,0
ACT-002394,PRJ-0026,20,Mobilization,General,2021-12-13,2022-01-11,29,2022-01-22,100.0,0,228229.34,204087.09,11,1
ACT-002395,PRJ-0026,21,Site Preparation,Civil,2021-12-14,2022-03-31,107,2022-03-31,100.0,0,147713.14,146344.4,0,0
ACT-002396,PRJ-0026,22,Excavation,Civil,2021-12-15,2022-04-08,114,2022-04-08,100.0,1,223783.52,242731.03,0,0
ACT-002397,PRJ-0026,23,Foundation Works,Civil,2021-12-18,2022-02-11,55,2022-03-10,100.0,1,245663.48,248135.75,27,1
ACT-002398,PRJ-0026,24,Concrete Works,Structural,2021-12-19,2022-04-03,105,2022-04-21,100.0,1,142853.17,147728.77,18,1
ACT-002399,PRJ-0026,25,Structural Steel,Structural,2021-12-21,2022-01-22,32,2022-01-22,100.0,0,173435.32,157838.49,0,0
ACT-002400,PRJ-0026,26,Block Works,Architectural,2021-12-26,2022-04-24,119,2022-04-24,100.0,1,200420.49,189483.52,0,0
ACT-002401,PRJ-0026,27,Waterproofing,Architectural,2022-01-04,2022-03-08,63,2022-03-08,100.0,0,238613.36,231408.95,0,0
ACT-002402,PRJ-0026,28,Plastering,Architectural,2022-01-10,2022-01-19,9,2022-01-19,100.0,1,286925.37,296714.86,0,0
ACT-002403,PRJ-0026,29,Floor Finishing,Architectural,2022-01-16,2022-02-16,31,2022-02-16,100.0,0,207415.78,208534.34,0,0
ACT-002404,PRJ-0026,30,Painting,Architectural,2022-01-16,2022-01-29,13,2022-01-29,100.0,1,118740.07,119454.43,0,0
ACT-002405,PRJ-0026,31,HVAC Installation,MEP,2022-01-20,2022-02-04,15,2022-02-04,100.0,0,116985.93,119389.87,0,0
ACT-002406,PRJ-0026,32,Electrical Installation,MEP,2022-01-20,2022-02-24,35,2022-02-24,100.0,1,89093.43,100345.66,0,0
ACT-002407,PRJ-0026,33,Plumbing Installation,MEP,2022-01-21,2022-03-11,49,2022-03-11,100.0,0,122989.25,134288.59,0,0
ACT-002408,PRJ-0026,34,Fire Fighting Installation,MEP,2022-01-22,2022-03-13,50,2022-03-13,100.0,1,233562.85,277662.08,0,0
ACT-002409,PRJ-0026,35,Fire Alarm Installation,MEP,2022-01-23,2022-04-07,74,2022-04-07,100.0,0,154015.02,150071.77,0,0
ACT-002410,PRJ-0026,36,Testing & Commissioning,Commissioning,2022-01-23,2022-05-13,110,2022-05-13,100.0,0,237973.0,234863.62,0,0
ACT-002411,PRJ-0026,37,Final Inspection,Commissioning,2022-01-27,2022-02-03,7,2022-02-03,100.0,0,212364.92,198501.6,0,0
ACT-002412,PRJ-0026,38,Handover,General,2022-01-29,2022-02-16,18,2022-02-16,100.0,0,160040.67,141611.06,0,0
ACT-002413,PRJ-0026,39,Mobilization,General,2022-02-02,2022-04-04,61,2022-04-04,100.0,0,115941.71,118501.54,0,0
ACT-002414,PRJ-0026,40,Site Preparation,Civil,2022-02-03,2022-05-09,95,2022-05-23,100.0,0,151989.39,146586.15,14,1
ACT-002415,PRJ-0026,41,Excavation,Civil,2022-02-06,2022-05-25,108,2022-05-25,100.0,1,287315.14,324613.95,0,0
ACT-002416,PRJ-0026,42,Foundation Works,Civil,2022-02-08,2022-05-30,111,2022-05-30,100.0,1,221891.29,232328.36,0,0
ACT-002417,PRJ-0026,43,Concrete Works,Structural,2022-02-09,2022-04-13,63,2022-04-27,100.0,1,290524.56,329676.23,14,1
ACT-002418,PRJ-0026,44,Structural Steel,Structural,2022-02-11,2022-03-08,25,2022-03-08,100.0,0,203906.92,234370.19,0,0
ACT-002419,PRJ-0026,45,Block Works,Architectural,2022-02-12,2022-05-05,82,2022-05-05,100.0,0,143869.49,133588.12,0,0
ACT-002420,PRJ-0026,46,Waterproofing,Architectural,2022-02-14,2022-05-15,90,2022-05-15,100.0,0,159605.95,156248.77,0,0
ACT-002421,PRJ-0026,47,Plastering,Architectural,2022-02-18,2022-03-20,30,2022-03-20,100.0,0,195778.98,190683.5,0,0
ACT-002422,PRJ-0026,48,Floor Finishing,Architectural,2022-02-21,2022-05-06,74,2022-05-06,100.0,0,140957.01,142373.95,0,0
ACT-002423,PRJ-0026,49,Painting,Architectural,2022-03-01,2022-04-20,50,2022-04-20,100.0,1,200249.93,209415.58,0,0
ACT-002424,PRJ-0026,50,HVAC Installation,MEP,2022-03-05,2022-03-24,19,2022-03-24,100.0,1,172360.01,159274.61,0,0
ACT-002425,PRJ-0026,51,Electrical Installation,MEP,2022-03-15,2022-04-03,19,2022-04-03,100.0,0,256299.78,287960.76,0,0
ACT-002426,PRJ-0026,52,Plumbing Installation,MEP,2022-03-18,2022-04-09,22,2022-04-09,100.0,0,210925.85,202298.42,0,0
ACT-002427,PRJ-0026,53,Fire Fighting Installation,MEP,2022-03-19,2022-06-12,85,2022-06-12,100.0,1,169844.59,205199.09,0,0
ACT-002428,PRJ-0026,54,Fire Alarm Installation,MEP,2022-03-20,2022-05-06,47,2022-05-06,100.0,1,98938.19,94365.9,0,0
ACT-002429,PRJ-0026,55,Testing & Commissioning,Commissioning,2022-03-24,2022-05-29,66,2022-05-29,100.0,1,247072.16,242183.92,0,0
ACT-002430,PRJ-0026,56,Final Inspection,Commissioning,2022-03-29,2022-04-27,29,2022-05-10,100.0,0,282336.83,253883.53,13,1
ACT-002431,PRJ-0026,57,Handover,General,2022-04-03,2022-06-24,82,2022-06-24,100.0,0,125259.35,125503.79,0,0
ACT-002432,PRJ-0026,58,Mobilization,General,2022-04-03,2022-05-26,53,2022-05-26,100.0,0,161055.27,153577.01,0,0
ACT-002433,PRJ-0026,59,Site Preparation,Civil,2022-04-08,2022-05-10,32,2022-05-10,100.0,0,255164.86,247598.71,0,0
ACT-002434,PRJ-0026,60,Excavation,Civil,2022-04-14,2022-06-02,49,2022-06-02,100.0,0,211269.36,212248.55,0,0
ACT-002435,PRJ-0026,61,Foundation Works,Civil,2022-04-15,2022-06-29,75,2022-06-29,100.0,0,215660.16,218503.83,0,0
ACT-002436,PRJ-0026,62,Concrete Works,Structural,2022-04-15,2022-06-04,50,2022-06-04,100.0,1,122325.12,115380.74,0,0
ACT-002437,PRJ-0026,63,Structural Steel,Structural,2022-04-19,2022-07-06,78,2022-07-06,100.0,1,277926.98,257950.5,0,0
ACT-002438,PRJ-0026,64,Block Works,Architectural,2022-04-20,2022-06-08,49,2022-06-10,100.0,1,107311.76,122517.78,2,0
ACT-002439,PRJ-0026,65,Waterproofing,Architectural,2022-05-06,2022-08-21,107,2022-09-02,100.0,1,160275.4,156658.99,12,1
ACT-002440,PRJ-0026,66,Plastering,Architectural,2022-05-13,2022-06-27,45,2022-06-29,100.0,0,219195.33,207264.48,2,0
ACT-002441,PRJ-0026,67,Floor Finishing,Architectural,2022-05-24,2022-07-14,51,2022-07-14,100.0,0,219774.23,244421.75,0,0
ACT-002442,PRJ-0026,68,Painting,Architectural,2022-05-26,2022-09-18,115,2022-09-18,100.0,1,116370.92,115248.86,0,0
ACT-002443,PRJ-0026,69,HVAC Installation,MEP,2022-05-28,2022-06-05,8,2022-06-26,100.0,1,136824.87,138987.35,21,1
ACT-002444,PRJ-0026,70,Electrical Installation,MEP,2022-06-01,2022-07-20,49,2022-07-20,100.0,1,288889.89,262548.28,0,0
ACT-002445,PRJ-0026,71,Plumbing Installation,MEP,2022-06-01,2022-09-22,113,2022-09-22,100.0,1,253990.84,246842.98,0,0
ACT-002446,PRJ-0026,72,Fire Fighting Installation,MEP,2022-06-09,2022-07-24,45,2022-07-24,100.0,0,227794.5,236130.67,0,0
ACT-002447,PRJ-0026,73,Fire Alarm Installation,MEP,2022-06-11,2022-10-02,113,2022-10-02,100.0,1,272648.99,268202.18,0,0
ACT-002448,PRJ-0026,74,Testing & Commissioning,Commissioning,2022-06-21,2022-07-23,32,2022-07-23,100.0,0,300271.49,317612.84,0,0
ACT-002449,PRJ-0026,75,Final Inspection,Commissioning,2022-06-22,2022-10-14,114,2022-10-14,100.0,0,189690.81,203275.8,0,0
ACT-002450,PRJ-0026,76,Handover,General,2022-06-27,2022-08-03,37,2022-08-03,100.0,1,271673.95,236743.19,0,0
ACT-002451,PRJ-0026,77,Mobilization,General,2022-07-02,2022-08-27,56,2022-08-27,100.0,0,249569.84,238738.03,0,0
ACT-002452,PRJ-0026,78,Site Preparation,Civil,2022-07-07,2022-09-29,84,2022-09-29,100.0,1,121894.36,120944.75,0,0
ACT-002453,PRJ-0026,79,Excavation,Civil,2022-07-20,2022-11-14,117,2022-11-14,100.0,1,173457.6,152007.14,0,0
ACT-002454,PRJ-0026,80,Foundation Works,Civil,2022-07-21,2022-07-30,9,2022-07-30,100.0,0,270720.88,256110.47,0,0
ACT-002455,PRJ-0026,81,Concrete Works,Structural,2022-07-26,2022-10-15,81,2022-11-16,100.0,0,105043.95,103614.95,32,1
ACT-002456,PRJ-0026,82,Structural Steel,Structural,2022-08-03,2022-08-22,19,2022-08-22,100.0,0,290181.17,292028.72,0,0
ACT-002457,PRJ-0026,83,Block Works,Architectural,2022-08-05,2022-11-02,89,2022-11-02,100.0,0,167729.05,160335.89,0,0
ACT-002458,PRJ-0026,84,Waterproofing,Architectural,2022-08-15,2022-09-10,26,2022-09-10,100.0,1,218887.14,233180.64,0,0
ACT-002459,PRJ-0026,85,Plastering,Architectural,2022-08-24,2022-11-24,92,2022-11-24,100.0,0,257872.92,252290.88,0,0
ACT-002460,PRJ-0026,86,Floor Finishing,Architectural,2022-08-25,2022-09-13,19,2022-10-04,100.0,1,286543.14,314425.09,21,1
ACT-002461,PRJ-0026,87,Painting,Architectural,2022-09-03,2022-10-13,40,2022-10-13,100.0,1,123779.13,118161.73,0,0
ACT-002462,PRJ-0026,88,HVAC Installation,MEP,2022-09-05,2022-11-29,85,2022-12-14,100.0,1,293782.0,325931.54,15,1
ACT-002463,PRJ-0026,89,Electrical Installation,MEP,2022-09-13,2022-10-29,46,2022-10-29,100.0,0,227235.0,248417.0,0,0
ACT-002464,PRJ-0026,90,Plumbing Installation,MEP,2022-09-28,2022-12-31,94,2022-12-31,100.0,0,179966.62,187275.19,0,0
ACT-002465,PRJ-0026,91,Fire Fighting Installation,MEP,2022-10-02,2022-10-13,11,2022-10-20,100.0,1,264089.66,251728.12,7,0
ACT-002466,PRJ-0026,92,Fire Alarm Installation,MEP,2022-10-02,2022-10-09,7,2022-11-24,100.0,1,185508.08,230823.4,46,1
ACT-002467,PRJ-0026,93,Testing & Commissioning,Commissioning,2022-10-08,2022-10-29,21,2022-10-29,100.0,1,109602.26,126193.27,0,0
ACT-002468,PRJ-0026,94,Final Inspection,Commissioning,2022-10-10,2022-12-08,59,2022-12-08,100.0,1,292697.59,270284.79,0,0
ACT-002469,PRJ-0026,95,Handover,General,2022-10-11,2022-10-16,5,2022-10-16,100.0,1,213636.18,208456.26,0,0
ACT-002470,PRJ-0026,96,Mobilization,General,2022-10-11,2022-11-03,23,2022-11-03,100.0,1,100405.48,104124.23,0,0
ACT-002471,PRJ-0026,97,Site Preparation,Civil,2022-10-15,2022-11-16,32,2022-11-16,100.0,1,161006.99,161033.35,0,0
ACT-002472,PRJ-0026,98,Excavation,Civil,2022-10-16,2023-02-10,117,2023-02-20,100.0,0,265646.99,270997.04,10,1
ACT-002473,PRJ-0026,99,Foundation Works,Civil,2022-10-18,2022-12-22,65,2022-12-22,100.0,1,173712.6,171077.89,0,0
ACT-002474,PRJ-0026,100,Concrete Works,Structural,2022-10-18,2022-12-23,66,2022-12-23,100.0,0,200659.96,212895.35,0,0
ACT-002475,PRJ-0026,101,Structural Steel,Structural,2022-10-19,2023-01-24,97,2023-01-24,100.0,0,168721.58,178508.48,0,0
ACT-002476,PRJ-0026,102,Block Works,Architectural,2022-11-01,2022-12-16,45,2022-12-16,100.0,0,210236.98,206081.55,0,0
ACT-002477,PRJ-0026,103,Waterproofing,Architectural,2022-11-01,2023-01-20,80,2023-01-20,100.0,0,226491.17,219504.96,0,0
ACT-002478,PRJ-0026,104,Plastering,Architectural,2022-11-04,2023-01-11,68,2023-01-11,100.0,0,222568.73,210873.31,0,0
ACT-002479,PRJ-0026,105,Floor Finishing,Architectural,2022-11-04,2022-11-19,15,2022-11-19,100.0,0,203922.95,196344.45,0,0
ACT-002480,PRJ-0026,106,Painting,Architectural,2022-11-06,2023-02-03,89,2023-02-23,100.0,0,128831.19,127485.45,20,1
ACT-002481,PRJ-0026,107,HVAC Installation,MEP,2022-11-13,2023-01-28,76,2023-02-17,100.0,1,299853.61,332843.2,20,1
ACT-002482,PRJ-0026,108,Electrical Installation,MEP,2022-11-14,2022-12-04,20,2022-12-16,100.0,1,275599.07,267651.94,12,1
ACT-002483,PRJ-0026,109,Plumbing Installation,MEP,2022-11-16,2022-11-21,5,2022-11-21,100.0,0,87287.55,90591.43,0,0
ACT-002484,PRJ-0026,110,Fire Fighting Installation,MEP,2022-11-23,2022-12-26,33,2022-12-26,100.0,1,279291.13,291287.92,0,0
ACT-002485,PRJ-0026,111,Fire Alarm Installation,MEP,2022-12-01,2023-03-14,103,2023-03-14,100.0,1,127006.31,125507.77,0,0
ACT-002486,PRJ-0026,112,Testing & Commissioning,Commissioning,2022-12-02,2023-01-01,30,2023-01-01,100.0,0,176819.97,181144.5,0,0
ACT-002487,PRJ-0026,113,Final Inspection,Commissioning,2022-12-05,2023-02-16,73,2023-02-16,100.0,0,132047.28,137822.11,0,0
ACT-002488,PRJ-0026,114,Handover,General,2022-12-10,2023-02-24,76,2023-02-24,100.0,0,296609.92,319434.03,0,0
ACT-002489,PRJ-0026,115,Mobilization,General,2022-12-17,2023-01-24,38,2023-02-22,100.0,1,301056.38,309996.17,29,1
ACT-002490,PRJ-0026,116,Site Preparation,Civil,2022-12-28,2023-02-06,40,2023-02-06,100.0,0,207493.05,204819.49,0,0
ACT-002491,PRJ-0026,117,Excavation,Civil,2023-01-06,2023-03-19,72,2023-04-01,100.0,0,126112.3,125752.13,13,1
ACT-002492,PRJ-0026,118,Foundation Works,Civil,2023-01-16,2023-03-22,65,2023-03-22,100.0,0,227124.88,233064.82,0,0
ACT-002493,PRJ-0026,119,Concrete Works,Structural,2023-01-19,2023-05-07,108,2023-05-07,100.0,0,218896.74,237885.65,0,0
ACT-002494,PRJ-0026,120,Structural Steel,Structural,2023-02-13,2023-05-28,104,2023-05-28,100.0,1,116778.61,121882.09,0,0
ACT-002495,PRJ-0026,121,Block Works,Architectural,2023-02-20,2023-04-23,62,2023-05-17,100.0,1,253284.28,279169.86,24,1
ACT-002496,PRJ-0026,122,Waterproofing,Architectural,2023-02-24,2023-05-18,83,2023-05-18,100.0,0,92709.53,94180.74,0,0
ACT-002497,PRJ-0026,123,Plastering,Architectural,2023-02-26,2023-03-11,13,2023-03-11,100.0,0,227474.1,219686.87,0,0
ACT-002498,PRJ-0026,124,Floor Finishing,Architectural,2023-02-28,2023-05-28,89,2023-05-28,100.0,1,98268.7,98791.94,0,0
ACT-002499,PRJ-0026,125,Painting,Architectural,2023-03-10,2023-05-28,79,2023-05-28,100.0,0,153248.19,151906.0,0,0
ACT-002500,PRJ-0026,126,HVAC Installation,MEP,2023-03-13,2023-05-08,56,2023-05-08,100.0,1,272608.6,251141.4,0,0
ACT-002501,PRJ-0026,127,Electrical Installation,MEP,2023-03-14,2023-05-28,75,2023-06-06,100.0,1,97240.7,106269.04,9,1
ACT-002502,PRJ-0026,128,Plumbing Installation,MEP,2023-03-15,2023-04-02,18,2023-04-02,100.0,0,217705.42,203459.65,0,0
ACT-002503,PRJ-0026,129,Fire Fighting Installation,MEP,2023-03-20,2023-05-28,69,2023-05-28,100.0,0,244229.65,228713.76,0,0
ACT-002504,PRJ-0026,130,Fire Alarm Installation,MEP,2023-03-29,2023-05-28,60,2023-05-28,100.0,1,102207.52,114412.77,0,0
ACT-002505,PRJ-0026,131,Testing & Commissioning,Commissioning,2023-03-31,2023-05-28,58,2023-05-28,100.0,1,149190.56,149818.9,0,0
ACT-002506,PRJ-0026,132,Final Inspection,Commissioning,2023-04-05,2023-04-29,24,2023-04-29,100.0,1,171682.41,162920.0,0,0
ACT-002507,PRJ-0026,133,Handover,General,2023-04-13,2023-05-28,45,2023-06-03,100.0,1,195183.03,194305.5,6,0
ACT-002508,PRJ-0026,134,Mobilization,General,2023-04-16,2023-05-28,42,2023-05-28,100.0,1,245577.26,282328.18,0,0
ACT-002509,PRJ-0026,135,Site Preparation,Civil,2023-04-23,2023-05-17,24,2023-06-02,100.0,0,132045.11,149800.14,16,1
ACT-002510,PRJ-0026,136,Excavation,Civil,2023-04-27,2023-05-28,31,2023-05-28,100.0,0,191775.26,187281.48,0,0
ACT-002511,PRJ-0027,1,Mobilization,General,2024-04-10,2024-05-03,23,2024-05-03,100.0,0,249057.33,274812.3,0,0
ACT-002512,PRJ-0027,2,Site Preparation,Civil,2024-04-17,2024-05-07,20,2024-05-07,100.0,0,224631.34,201625.85,0,0
ACT-002513,PRJ-0027,3,Excavation,Civil,2024-04-17,2024-07-04,78,2024-07-04,100.0,0,93042.35,99002.42,0,0
ACT-002514,PRJ-0027,4,Foundation Works,Civil,2024-04-20,2024-05-20,30,2024-05-20,100.0,0,225745.52,219153.86,0,0
ACT-002515,PRJ-0027,5,Concrete Works,Structural,2024-04-26,2024-05-04,8,2024-05-25,100.0,1,234984.18,265436.41,21,1
ACT-002516,PRJ-0027,6,Structural Steel,Structural,2024-04-28,2024-07-22,85,2024-07-22,100.0,0,108955.53,110057.11,0,0
ACT-002517,PRJ-0027,7,Block Works,Architectural,2024-05-03,2024-05-14,11,2024-05-14,100.0,0,160401.64,156706.03,0,0
ACT-002518,PRJ-0027,8,Waterproofing,Architectural,2024-05-04,2024-07-15,72,2024-07-15,100.0,0,85403.51,100853.79,0,0
ACT-002519,PRJ-0027,9,Plastering,Architectural,2024-05-05,2024-06-24,50,2024-06-24,100.0,1,191670.05,180401.87,0,0
ACT-002520,PRJ-0027,10,Floor Finishing,Architectural,2024-05-06,2024-05-23,17,2024-05-23,100.0,1,153772.3,167313.63,0,0
ACT-002521,PRJ-0027,11,Painting,Architectural,2024-05-06,2024-06-09,34,2024-06-09,100.0,0,246958.57,258270.08,0,0
ACT-002522,PRJ-0027,12,HVAC Installation,MEP,2024-05-08,2024-07-07,60,2024-07-07,100.0,0,98619.82,92400.59,0,0
ACT-002523,PRJ-0027,13,Electrical Installation,MEP,2024-05-09,2024-05-24,15,2024-05-24,100.0,1,167935.53,181504.12,0,0
ACT-002524,PRJ-0027,14,Plumbing Installation,MEP,2024-05-10,2024-06-13,34,2024-06-13,100.0,0,223601.2,258908.92,0,0
ACT-002525,PRJ-0027,15,Fire Fighting Installation,MEP,2024-05-11,2024-07-08,58,2024-07-08,100.0,0,150070.36,138038.27,0,0
ACT-002526,PRJ-0027,16,Fire Alarm Installation,MEP,2024-05-13,2024-06-23,41,2024-06-23,100.0,0,128094.99,141700.94,0,0
ACT-002527,PRJ-0027,17,Testing & Commissioning,Commissioning,2024-05-14,2024-05-21,7,2024-05-21,100.0,0,96017.84,93370.67,0,0
ACT-002528,PRJ-0027,18,Final Inspection,Commissioning,2024-05-15,2024-05-30,15,2024-05-30,100.0,0,139405.72,139305.88,0,0
ACT-002529,PRJ-0027,19,Handover,General,2024-05-19,2024-06-20,32,2024-06-20,100.0,1,228608.2,214658.04,0,0
ACT-002530,PRJ-0027,20,Mobilization,General,2024-05-23,2024-07-10,48,2024-07-10,100.0,0,177436.72,164532.59,0,0
ACT-002531,PRJ-0027,21,Site Preparation,Civil,2024-05-25,2024-06-01,7,2024-07-01,100.0,1,119629.5,111256.32,30,1
ACT-002532,PRJ-0027,22,Excavation,Civil,2024-05-29,2024-07-19,51,2024-07-19,100.0,0,216594.01,231509.31,0,0
ACT-002533,PRJ-0027,23,Foundation Works,Civil,2024-06-01,2024-08-28,88,2024-08-28,100.0,0,155914.36,150777.02,0,0
ACT-002534,PRJ-0027,24,Concrete Works,Structural,2024-06-05,2024-08-26,82,2024-08-26,100.0,0,238060.93,266090.59,0,0
ACT-002535,PRJ-0027,25,Structural Steel,Structural,2024-06-07,2024-07-23,46,2024-07-23,100.0,0,89073.9,75975.52,0,0
ACT-002536,PRJ-0027,26,Block Works,Architectural,2024-06-07,2024-06-26,19,2024-06-26,100.0,0,131466.11,133633.97,0,0
ACT-002537,PRJ-0027,27,Waterproofing,Architectural,2024-06-09,2024-07-10,31,2024-07-10,100.0,1,250333.07,234496.96,0,0
ACT-002538,PRJ-0027,28,Plastering,Architectural,2024-06-16,2024-08-26,71,2024-08-26,100.0,0,254974.97,226365.46,0,0
ACT-002539,PRJ-0027,29,Floor Finishing,Architectural,2024-06-16,2024-06-30,14,2024-06-30,100.0,1,218169.9,208941.17,0,0
